"LATITUDE_PRED","LONGITUDE_PRED","FLOOR_PRED"
4864976.78355246,-7614.97420855279,1
4864985.20425185,-7629.35743776779,1
4864985.20425185,-7629.35743776779,0
4864983.89425185,-7630.1113044341,0
4864986.39805185,-7630.82217110143,1
4864976.95239673,-7617.30455822549,1
4864976.78355246,-7614.97420855279,1
4864976.95239673,-7617.30455822549,1
4864976.95239673,-7617.30455822549,1
4864976.78355246,-7614.97420855279,1
4864976.78355246,-7614.97420855279,1
4864977.55044726,-7614.80753539657,1
4864977.55044726,-7614.80753539657,1
4864976.78355246,-7614.97420855279,1
4864977.55044726,-7614.80753539657,1
4864976.78355246,-7614.97420855279,1
4864976.78355246,-7614.97420855279,2
4864976.78355246,-7614.97420855279,1
4864976.95239673,-7617.30455822549,2
4864976.78355246,-7614.97420855279,2
4864976.78355246,-7614.97420855279,1
4864977.09949584,-7617.53505655545,1
4864977.09949584,-7617.53505655545,1
4864977.09949584,-7617.53505655545,1
4864976.78355246,-7614.97420855279,1
4864976.78355246,-7614.97420855279,1
4864981.26114969,-7624.1779839828,1
4864981.26114969,-7624.1779839828,1
4864981.26114969,-7624.1779839828,1
4864976.78355246,-7614.97420855279,2
4864981.26114969,-7624.1779839828,1
4864975.85680408,-7618.15885183378,1
4864975.85680408,-7618.15885183378,1
4864981.26114969,-7624.1779839828,1
4864976.78355246,-7614.97420855279,1
4864981.26114969,-7624.1779839828,1
4864975.85680408,-7618.15885183378,1
4864975.85680408,-7618.15885183378,1
4864981.26114969,-7624.1779839828,1
4864975.85680408,-7618.15885183378,1
4864975.85680408,-7618.15885183378,1
4864977.55044726,-7614.80753539657,1
4864977.55044726,-7614.80753539657,1
4864978.13594233,-7614.07074923812,1
4864977.78483885,-7614.03674266026,1
4864977.78483885,-7614.03674266026,1
4864976.78355246,-7614.97420855279,1
4864976.78355246,-7614.97420855279,1
4864976.78355246,-7614.97420855279,1
4864976.78355246,-7614.97420855279,1
4864976.78355246,-7614.97420855279,1
4864976.78355246,-7614.97420855279,1
4864977.55044726,-7614.80753539657,1
4864977.55044726,-7614.80753539657,1
4864981.85920022,-7621.68096115387,1
4864982.0280445,-7624.01131082658,1
4864976.78355246,-7614.97420855279,1
4864981.26114969,-7624.1779839828,1
4864976.95239673,-7617.30455822549,1
4864975.85680408,-7618.15885183378,1
4864976.95239673,-7617.30455822549,1
4864976.78355246,-7614.97420855279,1
4864982.01448553,-7624.08152855734,1
4864976.78355246,-7614.97420855279,1
4864976.78355246,-7614.97420855279,1
4864976.78355246,-7614.97420855279,1
4864976.78355246,-7614.97420855279,1
4864976.78355246,-7614.97420855279,1
4864976.78355246,-7614.97420855279,1
4864981.26114969,-7624.1779839828,1
4864981.85920022,-7621.68096115387,1
4864981.26114969,-7624.1779839828,1
4864976.78355246,-7614.97420855279,1
4864976.78355246,-7614.97420855279,1
4864977.3035002,-7617.33856480335,1
4864981.26114969,-7624.1779839828,1
4864977.61914161,-7612.88204323557,1
4864977.61914161,-7612.88204323557,1
4864977.61914161,-7612.88204323557,1
4864976.78355246,-7614.97420855279,1
4864977.3035002,-7617.33856480335,1
4864980.93245185,-7624.86560443487,1
4864977.80998795,-7614.96409567091,1
4864979.01861882,-7608.37640621356,1
4864976.78355246,-7614.97420855279,1
4864976.78355246,-7614.97420855279,1
4864976.78355246,-7614.97420855279,1
4864994.04788519,-7632.5776377675,1
4864981.85920022,-7621.68096115387,2
4864994.04788519,-7632.5776377675,2
4864981.85920022,-7621.68096115387,1
4864981.26114969,-7624.1779839828,1
4864987.0901333,-7630.78828115843,1
4864987.0901333,-7630.78828115843,1
4864994.80122102,-7632.48118234205,1
4864994.80122102,-7632.48118234205,1
4864994.80122102,-7632.48118234205,1
4864994.80122102,-7632.48118234205,1
4864994.80122102,-7632.48118234205,1
4864994.80122102,-7632.48118234205,1
4864982.01448553,-7624.08152855734,1
4864976.78355246,-7614.97420855279,1
4864976.78355246,-7614.97420855279,1
4864976.78355246,-7614.97420855279,1
4864976.78355246,-7614.97420855279,1
4864977.3035002,-7617.33856480335,1
4864988.97223742,-7625.87088516642,1
4864976.78355246,-7614.97420855279,1
4864977.3035002,-7617.33856480335,1
4864977.3035002,-7617.33856480335,1
4864988.97223742,-7625.87088516642,1
4864994.04788519,-7632.5776377675,1
4864981.26114969,-7624.1779839828,1
4864981.26114969,-7624.1779839828,1
4864975.85680408,-7618.15885183378,1
4864975.85680408,-7618.15885183378,1
4864981.26114969,-7624.1779839828,1
4864975.85680408,-7618.15885183378,1
4864975.85680408,-7618.15885183378,1
4864975.85680408,-7618.15885183378,1
4864975.85680408,-7618.15885183378,1
4864994.04788519,-7632.5776377675,1
4865006.23683308,-7640.03698446727,1
4864997.81969998,-7637.83174669402,1
4864995.70798954,-7637.38917137709,1
4864987.82436246,-7630.7753769946,1
4864987.82436246,-7630.7753769946,1
4864987.82436246,-7630.7753769946,1
4864987.82436246,-7630.7753769946,1
4864987.82436246,-7630.7753769946,1
4864987.82436246,-7630.7753769946,2
4865006.358196,-7640.15183705229,2
4864994.80122102,-7632.48118234205,1
4865002.68484811,-7639.09497672455,1
4864999.40044411,-7638.36248044321,2
4865002.68484811,-7639.09497672455,1
4864997.81969998,-7637.83174669402,1
4865002.53346342,-7639.22683450405,2
4865007.01504333,-7640.18258701054,2
4865007.01504333,-7640.18258701054,2
4865002.53346342,-7639.22683450405,2
4865011.31420006,-7641.67286967506,2
4865004.33734149,-7639.96706432761,1
4865004.33734149,-7639.96706432761,1
4865004.33734149,-7639.96706432761,1
4865004.33734149,-7639.96706432761,1
4865008.81892141,-7640.9228168341,1
4865008.81892141,-7640.9228168341,1
4865008.81892141,-7640.9228168341,1
4865003.86291735,-7639.40178421133,1
4865003.86291735,-7639.40178421133,1
4865007.81398635,-7640.5350982098,1
4865008.81892141,-7640.9228168341,1
4865007.81398635,-7640.5350982098,1
4865007.81398635,-7640.5350982098,1
4865008.81892141,-7640.9228168341,1
4865008.81892141,-7640.9228168341,1
4865008.81892141,-7640.9228168341,1
4865007.81398635,-7640.5350982098,1
4865007.81398635,-7640.5350982098,1
4865007.81398635,-7640.5350982098,1
4865007.81398635,-7640.5350982098,2
4865008.02862334,-7642.10220306362,2
4865008.81892141,-7640.9228168341,2
4865008.02862334,-7642.10220306362,2
4865008.81892141,-7640.9228168341,2
4865007.7507721,-7640.51697436879,1
4865007.81398635,-7640.5350982098,2
4865003.86291735,-7639.40178421133,2
4865007.81398635,-7640.5350982098,2
4865004.33734149,-7639.96706432761,2
4865003.86291735,-7639.40178421133,2
4865004.33734149,-7639.96706432761,2
4865007.7507721,-7640.51697436879,1
4865007.7507721,-7640.51697436879,1
4865007.81398635,-7640.5350982098,1
4865010.63609206,-7641.05816439438,1
4865015.3814624,-7641.71293163266,1
4865007.81398635,-7640.5350982098,1
4865007.81398635,-7640.5350982098,1
4865007.81398635,-7640.5350982098,1
4865007.7507721,-7640.51697436879,1
4865013.25128497,-7641.57114107649,2
4865012.1378375,-7640.84472199431,1
4865012.1378375,-7640.84472199431,1
4865013.25128497,-7641.57114107649,1
4865010.63609206,-7641.05816439438,1
4865013.25128497,-7641.57114107649,1
4865013.25128497,-7641.57114107649,1
4865013.25128497,-7641.57114107649,1
4865012.1378375,-7640.84472199431,1
4865013.25128497,-7641.57114107649,1
4865013.25128497,-7641.57114107649,1
4865010.1687954,-7641.25384972736,1
4865010.63609207,-7641.05816439438,1
4865010.63609207,-7641.05816439438,1
4865010.63609207,-7641.05816439438,1
4865007.7507721,-7640.51697436879,1
4865010.1687954,-7641.25384972736,1
4865007.7507721,-7640.51697436879,1
4865007.7507721,-7640.51697436879,1
4865007.81398635,-7640.5350982098,1
4865010.63609207,-7641.05816439438,1
4865007.81398635,-7640.5350982098,1
4865010.1687954,-7641.25384972736,1
4865007.81398635,-7640.5350982098,1
4865007.81398635,-7640.5350982098,1
4865010.63609207,-7641.05816439438,1
4865010.63609207,-7641.05816439438,1
4865010.63609206,-7641.05816439438,1
4865010.63609207,-7641.05816439438,1
4865007.81398635,-7640.5350982098,1
4865007.81398635,-7640.5350982098,1
4865007.81398635,-7640.5350982098,1
4865007.81398635,-7640.5350982098,1
4865007.81398635,-7640.5350982098,2
4865007.81398635,-7640.5350982098,2
4865008.59578747,-7640.71332075974,2
4865007.81398635,-7640.5350982098,1
4865007.81398635,-7640.5350982098,1
4865008.59578747,-7640.71332075974,1
4865007.81398635,-7640.5350982098,1
4865008.28841049,-7641.10037832607,1
4865007.81398635,-7640.5350982098,1
4865008.28841049,-7641.10037832607,1
4865008.28841049,-7641.10037832607,1
4865008.28841049,-7641.10037832607,1
4865007.81398635,-7640.5350982098,1
4865007.81398635,-7640.5350982098,1
4865007.81398635,-7640.5350982098,1
4865007.81398635,-7640.5350982098,1
4865007.18396188,-7640.35484978097,1
4865007.01504333,-7640.18258701054,1
4865007.01504333,-7640.18258701054,1
4865007.01504333,-7640.18258701054,1
4865007.18396188,-7640.35484978097,1
4865007.18396188,-7640.35484978097,1
4865007.01504333,-7640.18258701054,1
4865007.18396188,-7640.35484978097,1
4865007.18396188,-7640.35484978097,1
4865007.18396188,-7640.35484978097,1
4865003.50328976,-7639.49376856279,1
4865003.88202403,-7639.31823294971,1
4865004.13331423,-7639.67401699162,1
4865002.30127989,-7638.78749920051,1
4864999.40044411,-7638.36248044321,1
4864987.0901333,-7630.78828115843,1
4864999.65905854,-7638.52248537556,1
4864998.35021089,-7637.65418520205,1
4864998.35021089,-7637.65418520205,1
4864987.82436246,-7630.7753769946,1
4864987.0901333,-7630.78828115843,1
4864987.82436246,-7630.7753769946,1
4865000.11126038,-7638.41714220683,1
4865000.84548955,-7638.404238043,1
4865000.84548955,-7638.404238043,1
4864976.78355246,-7614.97420855279,1
4865000.84548955,-7638.404238043,1
4865000.84548955,-7638.404238043,1
4865000.84548955,-7638.404238043,1
4865000.84548955,-7638.404238043,1
4865000.11126038,-7638.41714220683,1
4864994.80122102,-7632.48118234205,1
4864994.04788519,-7632.5776377675,1
4864994.04788519,-7632.5776377675,1
4864988.64353958,-7626.55850561849,1
4864994.78211435,-7632.56473360368,1
4864988.97223742,-7625.87088516642,1
4864988.97223742,-7625.87088516642,1
4864988.97223742,-7625.87088516642,1
4864994.04788519,-7632.5776377675,1
4864976.78355246,-7614.97420855279,1
4864976.78355246,-7614.97420855279,2
4864981.90620498,-7624.41119643621,2
4864981.90620498,-7624.41119643621,2
4864981.90620498,-7624.41119643621,2
4864976.78355246,-7614.97420855279,2
4864976.78355246,-7614.97420855279,2
4864976.78355246,-7614.97420855279,2
4864976.78355246,-7614.97420855279,2
4864976.78355246,-7614.97420855279,2
4864977.27640973,-7617.55403529607,2
4864977.87446026,-7615.05701246715,2
4864976.78355246,-7614.97420855279,1
4864977.55044726,-7614.80753539657,1
4864976.78355246,-7614.97420855279,2
4864976.78355246,-7614.97420855279,2
4864976.78355246,-7614.97420855279,1
4864976.78355246,-7614.97420855279,1
4864976.78355246,-7614.97420855279,1
4864976.78355246,-7614.97420855279,1
4864976.78355246,-7614.97420855279,1
4864976.78355246,-7614.97420855279,1
4864976.78355246,-7614.97420855279,1
4864976.78355246,-7614.97420855279,1
4864981.26114969,-7624.1779839828,1
4864981.85920022,-7621.68096115387,1
4864981.85920022,-7621.68096115387,1
4864981.85920022,-7621.68096115387,1
4864981.85920022,-7621.68096115387,1
4864981.85920022,-7621.68096115387,1
4864981.26114969,-7624.1779839828,1
4864976.78355246,-7614.97420855279,1
4864976.78355246,-7614.97420855279,1
4864976.78355246,-7614.97420855279,1
4864976.78355246,-7614.97420855279,1
4864976.78355246,-7614.97420855279,1
4864976.78355246,-7614.97420855279,1
4864976.78355246,-7614.97420855279,1
4864976.78355246,-7614.97420855279,1
4864976.78355246,-7614.97420855279,1
4864977.55044726,-7614.80753539657,1
4864977.55044726,-7614.80753539657,1
4864977.55044726,-7614.80753539657,1
4864977.55044726,-7614.80753539657,1
4864981.85920022,-7621.68096115387,1
4864981.26114969,-7624.1779839828,1
4864977.55044726,-7614.80753539657,1
4864977.55044726,-7614.80753539657,1
4864982.78138033,-7623.91485540112,1
4864977.55044726,-7614.80753539657,1
4864982.86048662,-7620.74349526135,1
4864977.55044726,-7614.80753539657,1
4864977.78483885,-7614.03674266026,2
4864980.06102653,-7607.29462289408,1
4864977.55044726,-7614.80753539657,1
4864977.55044726,-7614.80753539657,1
4864977.55044726,-7614.80753539657,1
4864977.78483885,-7614.03674266026,1
4864977.78483885,-7614.03674266026,1
4864990.62827435,-7622.18119644511,2
4864977.78483885,-7614.03674266026,2
4864976.78355246,-7614.97420855279,2
4864976.78355246,-7614.97420855279,2
4864976.78355246,-7614.97420855279,2
4864976.78355246,-7614.97420855279,2
4864976.78355246,-7614.97420855279,1
4864976.78355246,-7614.97420855279,1
4864976.78355246,-7614.97420855279,1
4864977.3035002,-7617.33856480335,1
4864976.78355246,-7614.97420855279,1
4864973.95896863,-7622.87706073831,1
4864975.98012492,-7625.36288028012,1
4864976.78355246,-7614.97420855279,1
4864975.98012492,-7625.36288028012,1
4864976.78355246,-7614.97420855279,1
4864976.78355246,-7614.97420855279,1
4864975.98012492,-7625.36288028012,1
4864978.80470875,-7617.4600280946,1
4864974.55701916,-7620.38003790939,1
4864976.78355246,-7614.97420855279,1
4864974.55701916,-7620.38003790939,1
4864979.29413172,-7607.4612960503,1
4864974.79141076,-7619.60924517308,1
4864975.55830556,-7619.44257201686,1
4864975.55830556,-7619.44257201686,1
4864977.06759843,-7612.86712540691,1
4864975.23346904,-7632.84425684783,1
4864977.55044726,-7614.80753539657,1
4864979.26809246,-7624.32762441121,1
4864975.55830556,-7619.44257201686,1
4864979.43693673,-7626.65797408391,1
4864975.23346904,-7632.84425684783,1
4864975.23346904,-7632.84425684783,1
4864979.43693673,-7626.65797408391,1
4864975.23346904,-7632.84425684783,1
4864975.23346904,-7632.84425684783,1
4864966.89365617,-7633.5038980612,1
4864975.23346904,-7632.84425684783,1
4864975.23346904,-7632.84425684783,1
4864974.80691076,-7632.20266769162,1
4864966.89365617,-7633.5038980612,1
4864966.89365617,-7633.5038980612,1
4864975.23346904,-7632.84425684783,1
4864967.04068344,-7633.55052979046,1
4864967.04068344,-7633.55052979046,1
4864967.04068344,-7633.55052979046,1
4864967.04068344,-7633.55052979046,1
4864967.04068344,-7633.55052979046,1
4864961.55575617,-7637.39085361714,1
4864961.55575617,-7637.39085361714,1
4864975.23346904,-7632.84425684783,1
4864967.04068344,-7633.55052979046,1
4864971.52368215,-7627.95920445348,1
4864971.52368215,-7627.95920445348,1
4864967.04068344,-7633.55052979046,1
4864975.23346904,-7632.84425684783,1
4864975.23346904,-7632.84425684783,1
4864975.23346904,-7632.84425684783,1
4864975.23346904,-7632.84425684783,1
4864971.52368215,-7627.95920445348,1
4864974.80691076,-7632.20266769162,0
4864966.89365617,-7633.5038980612,1
4864966.89365617,-7633.5038980612,0
4864966.89365617,-7633.5038980612,0
4864966.89365617,-7633.5038980612,1
4864974.80691076,-7632.20266769162,1
4864966.89365617,-7633.5038980612,1
4864966.89365617,-7633.5038980612,1
4864966.89365617,-7633.5038980612,1
4864966.89365617,-7633.5038980612,1
4864960.79486455,-7636.28160890486,1
4864959.58482496,-7636.89538915596,1
4864966.89365617,-7633.5038980612,1
4864953.44342489,-7639.53337538686,1
4864953.44342489,-7639.53337538686,1
4864952.47923333,-7641.34796666602,1
4864948.44932171,-7644.16053452425,1
4864953.82036667,-7640.1407555557,1
4864953.82036667,-7640.1407555557,1
4864953.82036667,-7640.1407555557,1
4864948.44932171,-7644.16053452425,1
4864948.198277,-7643.78676525339,1
4864947.99210267,-7643.55056478195,1
4864948.10552489,-7643.4203309428,1
4864948.10552489,-7643.4203309428,1
4864948.10552489,-7643.4203309428,1
4864948.10552489,-7643.4203309428,1
4864948.10552489,-7643.4203309428,0
4864948.10552489,-7643.4203309428,2
4864948.10552489,-7643.4203309428,1
4864953.44342489,-7639.53337538686,1
4864953.44342489,-7639.53337538686,1
4864953.44342489,-7639.53337538686,0
4864948.10552489,-7643.4203309428,1
4864948.10552489,-7643.4203309428,1
4864953.82036667,-7640.1407555557,1
4864953.82036667,-7640.1407555557,1
4864953.77775822,-7640.00103094292,1
4864953.77775822,-7640.00103094292,1
4864953.77775822,-7640.00103094292,1
4864948.10552489,-7643.4203309428,1
4864953.24644724,-7639.79991777175,2
4864947.99210267,-7643.55056478195,2
4864948.10552489,-7643.4203309428,2
4864948.10552489,-7643.4203309428,2
4864948.10552489,-7643.4203309428,2
4864948.10552489,-7643.4203309428,2
4864948.10552489,-7643.4203309428,2
4864948.10552489,-7643.4203309428,2
4864948.10552489,-7643.4203309428,2
4864956.83918433,-7638.9090513533,2
4864959.1255175,-7636.41673484718,2
4864959.1255175,-7636.41673484718,2
4864959.1255175,-7636.41673484718,2
4864959.1255175,-7636.41673484718,2
4864959.1255175,-7636.41673484718,1
4864959.1255175,-7636.41673484718,2
4864959.1255175,-7636.41673484718,2
4864956.83918433,-7638.9090513533,1
4864959.1255175,-7636.41673484718,2
4864959.1255175,-7636.41673484718,2
4864959.1255175,-7636.41673484718,2
4864959.1255175,-7636.41673484718,2
4864959.1255175,-7636.41673484718,1
4864959.1255175,-7636.41673484718,2
4864959.1255175,-7636.41673484718,1
4864959.1255175,-7636.41673484718,2
4864956.83918433,-7638.9090513533,2
4864959.1255175,-7636.41673484718,1
4864956.83918433,-7638.9090513533,2
4864959.1255175,-7636.41673484718,2
4864957.20626683,-7639.21377206194,2
4864958.83701325,-7637.39041351495,2
4864956.66355296,-7639.05279353699,2
4864957.20626683,-7639.21377206194,1
4864957.20626683,-7639.21377206194,1
4864957.20626683,-7639.21377206194,1
4864953.77775822,-7640.00103094292,1
4864953.77775822,-7640.00103094292,1
4864953.77775822,-7640.00103094292,2
4864947.89714435,-7643.72700797391,2
4864947.56281102,-7643.25935241784,2
4864953.77775822,-7640.00103094292,2
4864953.77775822,-7640.00103094292,2
4864953.77775822,-7640.00103094292,2
4864953.77775822,-7640.00103094292,2
4864947.89714435,-7643.72700797391,2
4864947.89714435,-7643.72700797391,2
4864953.77775822,-7640.00103094292,1
4864947.89714435,-7643.72700797391,2
4864953.77775822,-7640.00103094292,2
4864947.53160546,-7643.07949315885,2
4864953.24644724,-7639.79991777175,2
4864947.53160546,-7643.07949315885,2
4864956.66355297,-7639.05279353699,2
4864956.66355296,-7639.05279353699,2
4864947.89714435,-7643.72700797391,2
4864953.77775822,-7640.00103094292,2
4864953.77775822,-7640.00103094292,1
4864947.53160546,-7643.07949315885,2
4864953.61198613,-7640.44743258681,1
4864958.83701325,-7637.39041351495,2
4864953.61198613,-7640.44743258681,1
4864957.20626683,-7639.21377206194,2
4864953.61198613,-7640.44743258681,2
4864957.20626683,-7639.21377206194,2
4864957.20626683,-7639.21377206194,2
4864953.77775822,-7640.00103094292,1
4864957.20626683,-7639.21377206194,1
4864953.77775822,-7640.00103094292,2
4864956.83918433,-7638.9090513533,2
4864958.83701325,-7637.39041351495,2
4864958.83701325,-7637.39041351495,2
4864956.83918433,-7638.9090513533,2
4864958.83701325,-7637.39041351495,2
4864956.83918433,-7638.9090513533,2
4864956.83918433,-7638.9090513533,2
4864956.83918433,-7638.9090513533,2
4864956.83918433,-7638.9090513533,2
4864956.83918433,-7638.9090513533,2
4864957.20626683,-7639.21377206194,2
4864957.20626683,-7639.21377206194,2
4864953.7876175,-7640.30369040312,2
4864960.24991325,-7637.65043851515,2
4864956.83918433,-7638.9090513533,2
4864956.83918433,-7638.9090513533,2
4864960.24991325,-7637.65043851515,2
4864960.24991325,-7637.65043851515,2
4864960.24991325,-7637.65043851515,2
4864960.24991325,-7637.65043851515,2
4864959.1255175,-7636.41673484718,2
4864964.4280335,-7635.67351650627,2
4864964.4280335,-7635.67351650627,2
4864957.20626683,-7639.21377206194,2
4864958.83701325,-7637.39041351495,2
4864958.83701325,-7637.39041351495,2
4864957.20626683,-7639.21377206194,2
4864958.83701325,-7637.39041351495,2
4864956.83918433,-7638.9090513533,2
4864957.20626683,-7639.21377206194,2
4864958.83701325,-7637.39041351495,2
4864953.24644724,-7639.79991777175,2
4864953.24644724,-7639.79991777175,2
4864953.24644724,-7639.79991777175,2
4864953.24644724,-7639.79991777175,2
4864953.24644724,-7639.79991777175,2
4864953.24644724,-7639.79991777175,2
4864947.90854724,-7643.68687332769,2
4864947.90854724,-7643.68687332769,2
4864947.90854724,-7643.68687332769,2
4864947.90854724,-7643.68687332769,2
4864947.90854724,-7643.68687332769,2
4864947.90854724,-7643.68687332769,2
4864947.90854724,-7643.68687332769,2
4864947.90854724,-7643.68687332769,2
4864947.9397528,-7643.86673258668,2
4864948.10552489,-7643.4203309428,1
4864946.65249156,-7644.46397538678,2
4864946.65249156,-7644.46397538678,2
4864946.65249156,-7644.46397538678,1
4864946.65249156,-7644.46397538678,2
4864946.65249156,-7644.46397538678,2
4864948.44932171,-7644.16053452425,2
4864948.10552489,-7643.4203309428,2
4864948.10552489,-7643.4203309428,2
4864948.10552489,-7643.4203309428,2
4864948.10552489,-7643.4203309428,1
4864947.02943333,-7645.07135555562,1
4864948.10552489,-7643.4203309428,1
4864948.10552489,-7643.4203309428,1
4864947.89714435,-7643.72700797391,1
4864948.10552489,-7643.4203309428,1
4864947.89714435,-7643.72700797391,1
4864953.61198613,-7640.44743258681,1
4864953.61198613,-7640.44743258681,1
4864953.61198613,-7640.44743258681,1
4864953.77775822,-7640.00103094292,1
4864954.12155504,-7640.74123452437,1
4864954.12155504,-7640.74123452437,1
4864953.61198613,-7640.44743258681,1
4864959.1255175,-7636.41673484718,1
4864959.1255175,-7636.41673484718,1
4864959.1255175,-7636.41673484718,1
4864959.1255175,-7636.41673484718,1
4864959.1255175,-7636.41673484718,1
4864954.77586543,-7639.28375947409,1
4864956.54833812,-7638.43639280231,1
4864959.1255175,-7636.41673484718,1
4864959.1255175,-7636.41673484718,0
4864959.1255175,-7636.41673484718,0
4864959.1255175,-7636.41673484718,1
4864953.77775822,-7640.00103094292,1
4864953.77775822,-7640.00103094292,1
4864953.77775822,-7640.00103094292,1
4864959.62485008,-7636.76964753006,1
4864953.77775822,-7640.00103094292,1
4864959.62485008,-7636.76964753006,1
4864953.77775822,-7640.00103094292,1
4864953.77775822,-7640.00103094292,1
4864953.77775822,-7640.00103094292,1
4864962.67641691,-7635.37500848024,1
4864959.62485008,-7636.76964753006,1
4864962.67641691,-7635.37500848024,1
4864957.20626683,-7639.21377206194,2
4864959.62485008,-7636.76964753006,1
4864957.20626683,-7639.21377206194,1
4864962.67641691,-7635.37500848024,1
4864962.67641691,-7635.37500848024,2
4864958.83701325,-7637.39041351495,2
4864958.83701325,-7637.39041351495,2
4864958.83701325,-7637.39041351495,2
4864958.83701325,-7637.39041351495,2
4864956.83918433,-7638.9090513533,2
4864958.83701325,-7637.39041351495,2
4864958.83701325,-7637.39041351495,2
4864958.83701325,-7637.39041351495,2
4864958.83701325,-7637.39041351495,2
4864958.83701325,-7637.39041351495,2
4864953.77775822,-7640.00103094292,2
4864957.20626683,-7639.21377206194,2
4864957.20626683,-7639.21377206194,2
4864957.20626683,-7639.21377206194,2
4864957.20626683,-7639.21377206194,2
4864953.61198613,-7640.44743258681,2
4864953.61198613,-7640.44743258681,2
4864953.77775822,-7640.00103094292,1
4864956.54833812,-7638.43639280231,2
4864947.89714435,-7643.72700797391,2
4864947.89714435,-7643.72700797391,2
4864947.89714435,-7643.72700797391,2
4864953.61198613,-7640.44743258681,2
4864953.77775822,-7640.00103094292,1
4864953.61198613,-7640.44743258681,2
4864953.61198613,-7640.44743258681,2
4864953.61198613,-7640.44743258681,2
4864953.61198613,-7640.44743258681,2
4864948.40704114,-7644.04292346641,2
4864953.77775822,-7640.00103094292,2
4864953.7876175,-7640.30369040312,2
4864948.24126905,-7644.4893251103,2
4864948.24126905,-7644.4893251103,2
4864948.24126905,-7644.4893251103,2
4864948.24126905,-7644.4893251103,2
4864948.24126905,-7644.4893251103,2
4864948.24126905,-7644.4893251103,2
4864947.87573016,-7643.84181029523,2
4864947.87573016,-7643.84181029523,2
4864948.24126905,-7644.4893251103,2
4864937.54191799,-7653.73289673355,1
4864937.54191799,-7653.73289673355,2
4864937.54191799,-7653.73289673355,1
4864937.54191799,-7653.73289673355,1
4864935.36375132,-7648.60052530437,1
4864935.85995132,-7651.00715863674,1
4864935.85995132,-7651.00715863674,1
4864935.85995132,-7651.00715863674,1
4864935.53591799,-7648.87599197124,1
4864934.09895132,-7647.69472530454,1
4864935.53591799,-7648.87599197124,1
4864935.53591799,-7648.87599197124,1
4864935.53591799,-7648.87599197124,1
4864935.53591799,-7648.87599197124,1
4864937.65738466,-7653.45229197139,1
4864936.90545132,-7649.92025863846,1
4864936.90545132,-7649.92025863846,1
4864936.90545132,-7649.92025863846,1
4864936.90545132,-7649.92025863846,1
4864936.90545132,-7649.92025863846,1
4864936.90545132,-7649.92025863846,1
4864939.37238465,-7649.0738253044,1
4864939.37238465,-7649.0738253044,1
4864939.37238465,-7649.0738253044,1
4864939.37238465,-7649.0738253044,1
4864939.37238465,-7649.0738253044,1
4864939.37238465,-7649.0738253044,1
4864939.37238465,-7649.0738253044,1
4864939.37238465,-7649.0738253044,1
4864939.37238465,-7649.0738253044,1
4864940.49108465,-7647.56252530435,1
4864946.76439155,-7644.62754205312,1
4864946.76439155,-7644.62754205312,1
